# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3133546	3134352	-							Clo1313_2667	807		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3133546	3134352	-	ADU75663.1			Bifunctional DNA primase/polymerase			Clo1313_2667	807	268	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3134477	3134615	-							Clo1313_2668	139		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3134608	3134997	-							Clo1313_2669	390		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3134608	3134997	-	ADU75664.1			hypothetical protein			Clo1313_2669	390	129	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3135192	3135470	-							Clo1313_2670	279		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3135192	3135470	-	ADU75665.1			hypothetical protein			Clo1313_2670	279	92	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3135484	3137157	-							Clo1313_2671	1674		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3135484	3137157	-	ADU75666.1			Hedgehog/intein hint domain protein			Clo1313_2671	1674	557	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3137300	3137647	-							Clo1313_2672	348		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3137300	3137647	-	ADU75667.1			hypothetical protein			Clo1313_2672	348	115	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3137835	3137978	+							Clo1313_2673	144		pseudo
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3138133	3139356	+							Clo1313_2674	1224		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3139629	3140099	-							Clo1313_2675	471		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3139629	3140099	-	ADU75668.1			hypothetical protein			Clo1313_2675	471	156	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3140112	3140585	-							Clo1313_2676	474		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3140848	3142086	-							Clo1313_2677	1239		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3140848	3142086	-	ADU75669.1			Domain of unknown function DUF1910			Clo1313_2677	1239	412	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3142110	3143957	-							Clo1313_2678	1848		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3142110	3143957	-	ADU75670.1			Hedgehog/intein hint domain protein			Clo1313_2678	1848	615	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3144354	3145159	-							Clo1313_2679	806		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3145280	3145417	-							Clo1313_2680	138		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3145280	3145417	-	ADU75671.1			hypothetical protein			Clo1313_2680	138	45	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3145410	3145799	-							Clo1313_2681	390		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3146054	3146653	-							Clo1313_2682	600		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3146054	3146653	-	ADU75672.1			hypothetical protein			Clo1313_2682	600	199	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3146669	3147625	-							Clo1313_2683	957		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3146669	3147625	-	ADU75673.1			protein of unknown function DUF1557			Clo1313_2683	957	318	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3147839	3148456	-							Clo1313_2684	618		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3147839	3148456	-	ADU75674.1			hypothetical protein			Clo1313_2684	618	205	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3148560	3150288	-							Clo1313_2685	1729		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3150468	3150944	-							Clo1313_2686	477		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3150468	3150944	-	ADU75675.1			transposase IS200-family protein			Clo1313_2686	477	158	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3151163	3157177	-							Clo1313_2687	6015		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3151163	3157177	-	ADU75676.1			hypothetical protein			Clo1313_2687	6015	2004	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3157280	3157594	-							Clo1313_2688	315		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3157280	3157594	-	ADU75677.1			hypothetical protein			Clo1313_2688	315	104	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3157591	3159474	-							Clo1313_2689	1884		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3157591	3159474	-	ADU75678.1			Serine/threonine-protein kinase-like domain			Clo1313_2689	1884	627	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3160029	3160591	-							Clo1313_2690	563		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3160725	3161507	-							Clo1313_2691	783		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3160725	3161507	-	ADU75679.1			amidohydrolase 2			Clo1313_2691	783	260	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3161572	3163100	-							Clo1313_2692	1529		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3163334	3165757	-							Clo1313_2693	2424		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3163334	3165757	-	ADU75680.1			Dockerin type 1			Clo1313_2693	2424	807	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3166281	3170036	-							Clo1313_2694	3756		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3166281	3170036	-	ADU75681.1			recombination helicase AddA			Clo1313_2694	3756	1251	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3170065	3173505	-							Clo1313_2695	3441		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3170065	3173505	-	ADU75682.1			ATP-dependent nuclease subunit B			Clo1313_2695	3441	1146	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3173623	3174069	-							Clo1313_2696	447		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3173623	3174069	-	ADU75683.1			hypothetical protein			Clo1313_2696	447	148	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3174137	3175065	-							Clo1313_2697	929		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3175503	3176108	-							Clo1313_2698	606		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3175503	3176108	-	ADU75684.1			hypothetical protein			Clo1313_2698	606	201	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3176209	3177237	-							Clo1313_2699	1029		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3178058	3179209	+							Clo1313_2700	1152		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3178058	3179209	+	ADU75685.1			Integrase catalytic region			Clo1313_2700	1152	383	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3179591	3180927	-							Clo1313_2701	1337		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3181550	3182026	-							Clo1313_2702	477		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3181550	3182026	-	ADU75686.1			hypothetical protein			Clo1313_2702	477	158	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3182072	3182266	-							Clo1313_2703	195		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3182072	3182266	-	ADU75687.1			hypothetical protein			Clo1313_2703	195	64	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3182472	3184121	-							Clo1313_2704	1650		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3182472	3184121	-	ADU75688.1			Hedgehog/intein hint domain protein			Clo1313_2704	1650	549	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3184298	3184825	-							Clo1313_2705	528		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3184298	3184825	-	ADU75689.1			hypothetical protein			Clo1313_2705	528	175	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3184867	3185772	-							Clo1313_2706	906		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3184867	3185772	-	ADU75690.1			protein of unknown function DUF324			Clo1313_2706	906	301	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3185735	3186574	-							Clo1313_2707	840		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3185735	3186574	-	ADU75691.1			CRISPR-associated RAMP protein, SSO1426 family			Clo1313_2707	840	279	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3186567	3187349	-							Clo1313_2708	783		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3186567	3187349	-	ADU75692.1			CRISPR-associated RAMP protein, SSO1426 family			Clo1313_2708	783	260	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3187380	3187772	-							Clo1313_2709	393		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3187380	3187772	-	ADU75693.1			hypothetical protein			Clo1313_2709	393	130	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3187774	3189021	-							Clo1313_2710	1248		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3187774	3189021	-	ADU75694.1			hypothetical protein			Clo1313_2710	1248	415	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3189006	3189551	-							Clo1313_2711	546		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3189006	3189551	-	ADU75695.1			protein of unknown function DUF324			Clo1313_2711	546	181	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3189557	3191476	-							Clo1313_2712	1920		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3189557	3191476	-	ADU75696.1			hypothetical protein			Clo1313_2712	1920	639	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3191484	3192425	-							Clo1313_2713	942		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3191484	3192425	-	ADU75697.1			hypothetical protein			Clo1313_2713	942	313	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3192532	3194364	-							Clo1313_2714	1833		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3192532	3194364	-	ADU75698.1			CRISPR-associated protein, TM1812 family			Clo1313_2714	1833	610	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3194753	3195280	-							Clo1313_2715	528		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3194753	3195280	-	ADU75699.1			Appr-1-p processing domain protein			Clo1313_2715	528	175	
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3195690	3195765	-							Clo1313_R0061	76		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3195690	3195765	-				tRNA-Thr			Clo1313_R0061	76		
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3195782	3195855	-							Clo1313_R0062	74		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3195782	3195855	-				tRNA-Gly			Clo1313_R0062	74		
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3195941	3196585	-							Clo1313_2716	645		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3195941	3196585	-	ADU75700.1			RNA polymerase, sigma-24 subunit, ECF subfamily			Clo1313_2716	645	214	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3196690	3196782	-							Clo1313_2717	93		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3196690	3196782	-	ADU75701.1			hypothetical protein			Clo1313_2717	93	30	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3196887	3197720	-							Clo1313_2718	834		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3196887	3197720	-	ADU75702.1			RNA methyltransferase, TrmH family, group 3			Clo1313_2718	834	277	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3197871	3198293	-							Clo1313_2719	423		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3197871	3198293	-	ADU75703.1			ribonuclease III			Clo1313_2719	423	140	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3198480	3200015	+							Clo1313_2720	1536		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3198480	3200015	+	ADU75704.1			GerA spore germination protein			Clo1313_2720	1536	511	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3200005	3201126	+							Clo1313_2721	1122		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3200005	3201126	+	ADU75705.1			spore germination protein			Clo1313_2721	1122	373	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3201110	3202381	+							Clo1313_2722	1272		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3201110	3202381	+	ADU75706.1			germination protein, Ger(x)C family			Clo1313_2722	1272	423	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3202470	3203876	-							Clo1313_2723	1407		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3202470	3203876	-	ADU75707.1			cysteinyl-tRNA synthetase			Clo1313_2723	1407	468	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3203863	3204609	-							Clo1313_2724	747		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3203863	3204609	-	ADU75708.1			serine O-acetyltransferase			Clo1313_2724	747	248	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3205238	3205645	+							Clo1313_2725	408		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3205238	3205645	+	ADU75709.1			membrane protein of unknown function			Clo1313_2725	408	135	
gene	ncRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3205703	3205917	-							Clo1313_R0063	215		
ncRNA	other	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3205703	3205917	-				6S RNA			Clo1313_R0063	215		
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3206110	3206997	-							Clo1313_2726	888		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3206110	3206997	-	ADU75710.1			DNA-(apurinic or apyrimidinic site) lyase			Clo1313_2726	888	295	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3207237	3208013	+							Clo1313_2727	777		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3207237	3208013	+	ADU75711.1			hypothetical protein			Clo1313_2727	777	258	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3208006	3208863	-							Clo1313_2728	858		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3208006	3208863	-	ADU75712.1			hypothetical protein			Clo1313_2728	858	285	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3209478	3210401	-							Clo1313_2729	924		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3209478	3210401	-	ADU75713.1			sporulation protein YtxC			Clo1313_2729	924	307	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3210635	3211387	-							Clo1313_2730	753		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3210635	3211387	-	ADU75714.1			hypothetical protein			Clo1313_2730	753	250	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3212138	3213319	+							Clo1313_2731	1182		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3212138	3213319	+	ADU75715.1			amidohydrolase			Clo1313_2731	1182	393	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3213443	3213661	+							Clo1313_2732	219		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3213443	3213661	+	ADU75716.1			protein of unknown function DUF378			Clo1313_2732	219	72	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3213788	3213958	-							Clo1313_2733	171		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3213788	3213958	-	ADU75717.1			hypothetical protein			Clo1313_2733	171	56	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3214190	3214918	-							Clo1313_2734	729		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3214190	3214918	-	ADU75718.1			protein of unknown function DUF28			Clo1313_2734	729	242	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3215194	3216357	+							Clo1313_2735	1164		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3215194	3216357	+	ADU75719.1			integral membrane sensor signal transduction histidine kinase			Clo1313_2735	1164	387	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3216444	3216818	-							Clo1313_2736	375		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3216444	3216818	-	ADU75720.1			CoA-binding domain protein			Clo1313_2736	375	124	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3216891	3217547	-							Clo1313_2737	657		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3216891	3217547	-	ADU75721.1			Uncharacterized protein family UPF0029, Impact, N-terminal protein			Clo1313_2737	657	218	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	3217798	3218364	+							Clo1313_2738	567		
