#;Locus tag;Length;Product;Completeness;Gene onthology;SEED;Protein databases;Genome annotation databases;Family and domain databases;Crossreferences;
654;WP_003512712.1 ACT domain-containing protein [Hungateiclostridium thermocellum];89;UPF0237 protein Cthe_0409;100.00% [89/89];;;Uniprot (A3DCG8)|Interpro (A3DCG8);KEGG (cth:Cthe_0409)|KEGG GM (cth:Cthe_0409);Interpro (IPR002912)|Interpro (IPR022986);NCBI (489608271)|EMBL (CP000568);
655;WP_003518869.1 DUF2281 domain-containing protein [Hungateiclostridium thermocellum];38;DUF2281 domain-containing protein;100.00% [38/38];;;Uniprot (G2JC93)|Interpro (G2JC93);KEGG (cth:Cthe_3346)|KEGG GM (cth:Cthe_3346);Interpro (IPR018739)|Pfam (PF10047);NCBI (345548309)|EMBL (CP000568);
656;WP_003518663.1 copper amine oxidase N-terminal domain-containing protein [Hungateiclostridium thermocellum];144;Copper amine oxidase-like domain-containing protein;100.00% [144/144];;;Uniprot (A3DE21)|Interpro (A3DE21);KEGG (cth:Cthe_0966)|KEGG GM (cth:Cthe_0966);Interpro (IPR012854)|Interpro (IPR036582)|Pfam (PF07833);NCBI (489614222)|EMBL (CP000568);
657;WP_003517167.1 hypothetical protein [Hungateiclostridium thermocellum];181;Uncharacterized protein;100.00% [181/181];;;Uniprot (A3DDR4)|Interpro (A3DDR4);KEGG (cth:Cthe_0859)|KEGG GM (cth:Cthe_0859);;NCBI (489612726)|EMBL (CP000568);
658;WP_003517312.1 peptidase M56 [Hungateiclostridium thermocellum];753;Peptidase M56 BlaR1;99.87% [753/754];GO:0016021 - integral component of membrane;BlaR1 Family Regulatory Sensor-transducer Disambiguation;Uniprot (A3DFT7)|Interpro (A3DFT7);KEGG (cth:Cthe_1590)|KEGG GM (cth:Cthe_1590);Interpro (IPR008756)|Pfam (PF05569);NCBI (490598923)|EMBL (CP000568);
659;WP_003518422.1 hypothetical protein [Hungateiclostridium thermocellum];107;Uncharacterized protein;99.07% [107/108];;;Uniprot (A3DGV5)|Interpro (A3DGV5);KEGG (cth:Cthe_1966)|KEGG GM (cth:Cthe_1966);Interpro (IPR036689);NCBI (521293405)|EMBL (CP000568);
660;WP_003514884.1 hypothetical protein [Hungateiclostridium thermocellum];126;Uncharacterized protein;99.21% [126/127];;;Uniprot (A3DJS8)|Interpro (A3DJS8);KEGG (cth:Cthe_3011)|KEGG GM (cth:Cthe_3011);;NCBI (521293728)|EMBL (CP000568);
661;WP_003515317.1 hypothetical protein [Hungateiclostridium thermocellum];113;DUF1801 domain-containing protein;100.00% [113/113];;;Uniprot (A3DJ50)|Interpro (A3DJ50);KEGG (cth:Cthe_2780)|KEGG GM (cth:Cthe_2780);Interpro (IPR014922)|Pfam (PF08818);NCBI (489610876)|EMBL (CP000568);
662;WP_003512183.1 HPr family phosphocarrier protein [Hungateiclostridium thermocellum];75;HPrNtr domain-containing protein;100.00% [75/75];;;Uniprot (A3DBR1)|Interpro (A3DBR1);KEGG (cth:Cthe_0149)|KEGG GM (cth:Cthe_0149);Interpro (IPR000032)|Interpro (IPR035895)|Pfam (PF00381);NCBI (125712898)|EMBL (CP000568);
663;WP_003517147.1 late competence development ComFB family protein [Hungateiclostridium thermocellum];88;Late competence development protein ComFB;100.00% [88/88];;;Uniprot (A3DDQ6)|Interpro (A3DDQ6);KEGG (cth:Cthe_0851)|KEGG GM (cth:Cthe_0851);Interpro (IPR019657)|Pfam (PF10719);NCBI (489612706)|EMBL (CP000568);
664;WP_014522661.1 hypothetical protein [Ruminiclostridium thermocellum];170;Uncharacterized protein;78.70% [170/216];GO:0016021 - integral component of membrane;;Uniprot (A0A1E3C1G5)|Interpro (A0A1E3C1G5);;;NCBI (1061402021)|EMBL (LXSB01000001);
665;WP_003515754.1 hypothetical protein [Hungateiclostridium thermocellum];428;Uncharacterized protein;99.53% [428/430];GO:0016021 - integral component of membrane;;Uniprot (A3DEF4)|Interpro (A3DEF4);KEGG (cth:Cthe_1101)|KEGG GM (cth:Cthe_1101);;NCBI (490598523)|EMBL (CP000568);
666;WP_003519717.1 hypothetical protein [Hungateiclostridium thermocellum];104;Hypothetical cytosolic protein;91.23% [104/114];;;Uniprot (A3DEP8)|Interpro (A3DEP8);KEGG (cth:Cthe_1195)|KEGG GM (cth:Cthe_1195);;NCBI (489614401)|EMBL (CP000568);
667;WP_003513124.1 hypothetical protein [Hungateiclostridium thermocellum];85;Uncharacterized protein;100.00% [85/85];;;Uniprot (A3DIE3)|Interpro (A3DIE3);KEGG (cth:Cthe_2520)|KEGG GM (cth:Cthe_2520);;NCBI (489608683)|EMBL (CP000568);
668;WP_003513615.1 NAD-dependent epimerase/dehydratase family protein [Hungateiclostridium thermocellum];314;NAD-dependent epimerase/dehydratase;100.00% [314/314];;Rhamnose containing glycans|Lacto-N-Biose I and Galacto-N-Biose Metabolic Pathway|Lactose and Galactose Uptake and Utilization|N-linked Glycosylation in Bacteria|CBSS-296591.1.peg.2330;Uniprot (A3DHJ3)|Interpro (A3DHJ3);KEGG (cth:Cthe_2220)|KEGG GM (cth:Cthe_2220)|KEGG EC (5.1.3.2);Interpro (IPR016040)|Interpro (IPR036291)|Pfam (PF16363);NCBI (489609174)|EMBL (CP000568);
669;WP_003517752.1 DUF438 domain-containing protein [Hungateiclostridium thermocellum];402;Uncharacterized protein;97.81% [402/411];;;Uniprot (A3DFK8)|Interpro (A3DFK8);KEGG (cth:Cthe_1509)|KEGG GM (cth:Cthe_1509);Interpro (IPR007380)|Interpro (IPR012312)|Interpro (IPR035965)|Pfam (PF04282)|Pfam (PF01814);NCBI (490598866)|EMBL (CP000568);
670;WP_041740025.1 ISL3 family transposase [Hungateiclostridium thermocellum];144;Transposase;92.90% [144/155];;;Uniprot (A0A1E3C0G0)|Interpro (A0A1E3C0G0);;Interpro (IPR029261)|Pfam (PF14690);NCBI (1061399880)|EMBL (LXSB01000001);
671;WP_003517789.1 hypothetical protein [Hungateiclostridium thermocellum];81;Uncharacterized protein;63.28% [81/128];GO:0016021 - integral component of membrane;;Uniprot (A3DFI9)|Interpro (A3DFI9);KEGG (cth:Cthe_1489)|KEGG GM (cth:Cthe_1489);;NCBI (125714226)|EMBL (CP000568);
672;WP_003515387.1 hypothetical protein [Hungateiclostridium thermocellum];210;Uncharacterized protein;100.00% [210/210];;;Uniprot (A3DIW5)|Interpro (A3DIW5);KEGG (cth:Cthe_2695)|KEGG GM (cth:Cthe_2695);;NCBI (489610946)|EMBL (CP000568);
673;WP_003517992.1 hypothetical protein [Hungateiclostridium thermocellum];132;Uncharacterized protein;100.00% [132/132];GO:0016021 - integral component of membrane;;Uniprot (A3DCQ3)|Interpro (A3DCQ3);KEGG (cth:Cthe_0494)|KEGG GM (cth:Cthe_0494);;NCBI (489613551)|EMBL (CP000568);
674;WP_003516606.1 hypothetical protein [Hungateiclostridium thermocellum];68;YcxB family protein;40.96% [68/166];GO:0016021 - integral component of membrane;;Uniprot (A0A4Q0I6Z4)|Interpro (A0A4Q0I6Z4);;Interpro (IPR025588)|Pfam (PF14317);EMBL (RLII01000002);
675;WP_003516103.1 hypothetical protein [Hungateiclostridium thermocellum];203;Uncharacterized protein;87.12% [203/233];;;Uniprot (A3DKA5)|Interpro (A3DKA5);KEGG (cth:Cthe_3189)|KEGG GM (cth:Cthe_3189);;NCBI (125715892)|EMBL (CP000568);
676;WP_003512687.1 putative heavy metal-binding protein [Hungateiclostridium thermocellum];106;UPF0145 protein Cthe_0398;100.00% [106/106];;CBSS-265072.7.peg.546;Uniprot (A3DCF7)|Interpro (A3DCF7);KEGG (cth:Cthe_0398)|KEGG GM (cth:Cthe_0398);Interpro (IPR002765)|Interpro (IPR035439)|Pfam (PF01906);NCBI (489608246)|EMBL (CP000568);
677;WP_003517832.1 WYL domain-containing protein [Hungateiclostridium thermocellum];75;Helix-turn-helix type 11 domain protein;100.00% [75/75];;;Uniprot (A3DFG7)|Interpro (A3DFG7);KEGG (cth:Cthe_1467)|KEGG GM (cth:Cthe_1467);Interpro (IPR026881)|Pfam (PF13280);NCBI (489613391)|EMBL (CP000568);
678;WP_003514888.1 hypothetical protein [Hungateiclostridium thermocellum];97;Uncharacterized protein;100.00% [97/97];;;Uniprot (A3DJS6)|Interpro (A3DJS6);KEGG (cth:Cthe_3009)|KEGG GM (cth:Cthe_3009);;NCBI (125715713)|EMBL (CP000568);
679;WP_003517282.1 hypothetical protein [Hungateiclostridium thermocellum];398;Uncharacterized protein;99.50% [398/400];GO:0016021 - integral component of membrane;;Uniprot (A3DDX0)|Interpro (A3DDX0);KEGG (cth:Cthe_0915)|KEGG GM (cth:Cthe_0915);;NCBI (490598392)|EMBL (CP000568);
680;WP_003514463.1 ABC transporter substrate-binding protein [Hungateiclostridium thermocellum];327;Extracellular solute-binding protein family 3;100.00% [327/327];;;Uniprot (A3DJ72)|Interpro (A3DJ72);KEGG (cth:Cthe_2802)|KEGG GM (cth:Cthe_2802);Interpro (IPR001638);NCBI (489610022)|EMBL (CP000568);
681;WP_003517802.1 hypothetical protein [Hungateiclostridium thermocellum];351;Uncharacterized protein;99.72% [351/352];;;Uniprot (A3DFI3)|Interpro (A3DFI3);KEGG (cth:Cthe_1483)|KEGG GM (cth:Cthe_1483);;NCBI (500163425)|EMBL (CP000568);
682;ADU74370.1 hypothetical protein Clo1313_1307 [Hungateiclostridium thermocellum DSM 1313];Blast running;;;;;;;;;
683;WP_003516352.1 YlbF family regulator [Hungateiclostridium thermocellum];130;Uncharacterized protein;100.00% [130/130];;;Uniprot (A3DDI4)|Interpro (A3DDI4);KEGG (cth:Cthe_0778)|KEGG GM (cth:Cthe_0778);Interpro (IPR010368)|Interpro (IPR023378)|Pfam (PF06133);NCBI (489611911)|EMBL (CP000568);
684;WP_003515744.1 hypothetical protein [Hungateiclostridium thermocellum];74;Uncharacterized protein;100.00% [74/74];;;Uniprot (A3DEE9)|Interpro (A3DEE9);KEGG (cth:Cthe_1096)|KEGG GM (cth:Cthe_1096);Interpro (IPR025619)|Pfam (PF14035);NCBI (489611303)|EMBL (CP000568);
685;WP_003519334.1 hypothetical protein [Hungateiclostridium thermocellum];487;Uncharacterized protein;99.80% [487/488];GO:0016021 - integral component of membrane;;Uniprot (A3DC79)|Interpro (A3DC79);KEGG (cth:Cthe_0320)|KEGG GM (cth:Cthe_0320);;NCBI (500163137)|EMBL (CP000568);
686;ADU75379.1 hypothetical protein Clo1313_2357 [Hungateiclostridium thermocellum DSM 1313];Blast running;;;;;;;;;
687;WP_003515413.1 hypothetical protein [Hungateiclostridium thermocellum];25;LXG domain-containing protein;35.21% [25/71];;;Uniprot (A0A235F5W0)|Interpro (A0A235F5W0);;Interpro (IPR006829)|Interpro (IPR027797)|Pfam (PF04740)|Pfam (PF14449);NCBI (1229501958)|EMBL (NOII01000011);
688;WP_003512370.1 DUF2156 domain-containing protein [Hungateiclostridium thermocellum];298;DUF2156 domain-containing protein;99.67% [298/299];;;Uniprot (A3DC02)|Interpro (A3DC02);KEGG (cth:Cthe_0242)|KEGG GM (cth:Cthe_0242);Interpro (IPR016181)|Interpro (IPR024320)|Interpro (IPR016732)|Pfam (PF09924);NCBI (500163114)|EMBL (CP000568);
689;ADU73572.1 transcriptional regulator LuxR family [Hungateiclostridium thermocellum DSM 1313];86;Uncharacterized protein;97.73% [86/88];;;Uniprot (A0A367ZAA9)|Interpro (A0A367ZAA9);;;EMBL (QOQU01000004);
690;WP_003520984.1 DUF2953 domain-containing protein [Hungateiclostridium thermocellum];202;Uncharacterized protein;100.00% [202/202];GO:0016021 - integral component of membrane;;Uniprot (A3DD96)|Interpro (A3DD96);KEGG (cth:Cthe_0690)|KEGG GM (cth:Cthe_0690);Interpro (IPR021338)|Pfam (PF11167);NCBI (489616544)|EMBL (CP000568);
691;WP_003520597.1 hypothetical protein [Ruminiclostridium thermocellum];36;Mutator family transposase;40.91% [36/88];GO:0003677 - DNA binding|GO:0004803 - transposase activity|GO:0006313 - transposition DNA-mediated;;Uniprot (A0A1Y0CHA8)|Interpro (A0A1Y0CHA8);KEGG (mdx:BTO20_38050)|KEGG GM (mdx:BTO20_38050);Interpro (IPR001207)|Pfam (PF00872);NCBI (1198028525)|EMBL (CP020812);
692;WP_003515411.1 hypothetical protein [Hungateiclostridium thermocellum];138;Uncharacterized protein;98.57% [138/140];;;Uniprot (A3DIU4)|Interpro (A3DIU4);KEGG (cth:Cthe_2674)|KEGG GM (cth:Cthe_2674);;NCBI (521293625)|EMBL (CP000568);
693;WP_003511905.1 hypothetical protein [Hungateiclostridium thermocellum];125;Uncharacterized protein;100.00% [125/125];GO:0016021 - integral component of membrane;;Uniprot (A3DBC3)|Interpro (A3DBC3);KEGG (cth:Cthe_0010)|KEGG GM (cth:Cthe_0010);;NCBI (489607464)|EMBL (CP000568);
694;WP_037294831.1 hypothetical protein [Ruminiclostridium thermocellum];Blast running;;;;;;;;;
695;WP_003517385.1 hypothetical protein [Hungateiclostridium thermocellum];130;Uncharacterized protein;100.00% [130/130];;;Uniprot (A3DFP9)|Interpro (A3DFP9);KEGG (cth:Cthe_1552)|KEGG GM (cth:Cthe_1552);;NCBI (489612944)|EMBL (CP000568);
696;WP_003517923.1 hypothetical protein [Hungateiclostridium thermocellum];146;Uncharacterized protein;100.00% [146/146];;;Uniprot (A3DCL2)|Interpro (A3DCL2);KEGG (cth:Cthe_0453)|KEGG GM (cth:Cthe_0453);;NCBI (489613482)|EMBL (CP000568);
697;WP_003517578.1 hypothetical protein [Hungateiclostridium thermocellum];56;Uncharacterized protein;62.22% [56/90];;;Uniprot (A3DCU2)|Interpro (A3DCU2);KEGG (cth:Cthe_0535)|KEGG GM (cth:Cthe_0535);;NCBI (489613137)|EMBL (CP000568);
698;WP_003512665.1 hypothetical protein [Hungateiclostridium thermocellum];79;Uncharacterized protein;100.00% [79/79];;;Uniprot (A3DCD9)|Interpro (A3DCD9);KEGG (cth:Cthe_0380)|KEGG GM (cth:Cthe_0380);;NCBI (489608224)|EMBL (CP000568);
699;WP_003517004.1 DUF370 domain-containing protein [Ruminiclostridium thermocellum];93;Putative regulatory protein Cthe_1316;100.00% [93/93];;CBSS-323097.3.peg.2594;Uniprot (A3DF19)|Interpro (A3DF19);KEGG (cth:Cthe_1316)|KEGG GM (cth:Cthe_1316);Interpro (IPR007169)|Pfam (PF04025);EMBL (CP000568);
700;WP_003518684.1 copper amine oxidase [Hungateiclostridium thermocellum];732;Copper amine oxidase-like domain-containing protein;100.00% [732/732];;;Uniprot (A3DCG1)|Interpro (A3DCG1);KEGG (cth:Cthe_0402)|KEGG GM (cth:Cthe_0402);Interpro (IPR012854)|Interpro (IPR036582)|Pfam (PF07833);NCBI (489614243)|EMBL (CP000568);
701;WP_003516907.1 hypothetical protein [Hungateiclostridium thermocellum];Blast running;;;;;;;;;
702;WP_003517724.1 hypothetical protein [Hungateiclostridium thermocellum];180;Uncharacterized protein;100.00% [180/180];;;Uniprot (A3DFL9)|Interpro (A3DFL9);KEGG (cth:Cthe_1520)|KEGG GM (cth:Cthe_1520);;NCBI (489613283)|EMBL (CP000568);
703;WP_003512227.1 hypothetical protein [Hungateiclostridium thermocellum];155;Uncharacterized protein;99.36% [155/156];GO:0016021 - integral component of membrane;;Uniprot (A3DBT0)|Interpro (A3DBT0);KEGG (cth:Cthe_0168)|KEGG GM (cth:Cthe_0168);;NCBI (500163097)|EMBL (CP000568);
704;WP_003515409.1 hypothetical protein [Hungateiclostridium thermocellum];222;Uncharacterized protein;100.00% [222/222];GO:0016021 - integral component of membrane;;Uniprot (A3DIU5)|Interpro (A3DIU5);KEGG (cth:Cthe_2675)|KEGG GM (cth:Cthe_2675);;NCBI (489610968)|EMBL (CP000568);
705;WP_003517346.1 hypothetical protein [Hungateiclostridium thermocellum];246;Uncharacterized protein;99.60% [246/247];;;Uniprot (A3DFS1)|Interpro (A3DFS1);KEGG (cth:Cthe_1574)|KEGG GM (cth:Cthe_1574);;NCBI (490598912)|EMBL (CP000568);
706;WP_003519071.1 hypothetical protein [Hungateiclostridium thermocellum];205;Uncharacterized protein;99.51% [205/206];;;Uniprot (A3DCJ1)|Interpro (A3DCJ1);KEGG (cth:Cthe_0432)|KEGG GM (cth:Cthe_0432);Interpro (IPR032710);NCBI (490598109)|EMBL (CP000568);
707;WP_041740123.1 hypothetical protein [Hungateiclostridium thermocellum];232;Uncharacterized protein;80.00% [232/290];;;Uniprot (A3DGH7)|Interpro (A3DGH7);KEGG (cth:Cthe_1835)|KEGG GM (cth:Cthe_1835);;NCBI (125714564)|EMBL (CP000568);
708;WP_003511778.1 hypothetical protein [Hungateiclostridium thermocellum];209;Uncharacterized protein;100.00% [209/209];;;Uniprot (A3DKA8)|Interpro (A3DKA8);KEGG (cth:Cthe_3192)|KEGG GM (cth:Cthe_3192);;NCBI (489607337)|EMBL (CP000568);
709;ADU75717.1 hypothetical protein Clo1313_2733 [Hungateiclostridium thermocellum DSM 1313];56;Uncharacterized protein;100.00% [56/56];;;Uniprot (G2JCB5)|Interpro (G2JCB5);KEGG (cth:Cthe_3380)|KEGG GM (cth:Cthe_3380);;NCBI (345548344)|EMBL (CP000568);
710;WP_003516483.1 copper amine oxidase N-terminal domain-containing protein [Hungateiclostridium thermocellum];330;Copper amine oxidase-like domain-containing protein;95.10% [330/347];;;Uniprot (A3DCZ9)|Interpro (A3DCZ9);KEGG (cth:Cthe_0593)|KEGG GM (cth:Cthe_0593);Interpro (IPR012854)|Interpro (IPR036582)|Pfam (PF07833);NCBI (125713336)|EMBL (CP000568);
711;WP_003512235.1 hypothetical protein [Hungateiclostridium thermocellum];79;Uncharacterized protein;100.00% [79/79];;;Uniprot (A3DBT3)|Interpro (A3DBT3);KEGG (cth:Cthe_0171)|KEGG GM (cth:Cthe_0171);;NCBI (489607794)|EMBL (CP000568);
712;WP_003518310.1 hypothetical protein [Hungateiclostridium thermocellum];417;Uncharacterized protein;100.00% [417/417];GO:0016021 - integral component of membrane;;Uniprot (A3DFB6)|Interpro (A3DFB6);KEGG (cth:Cthe_1414)|KEGG GM (cth:Cthe_1414);;NCBI (489613869)|EMBL (CP000568);
713;WP_003512237.1 hypothetical protein [Hungateiclostridium thermocellum];71;Uncharacterized protein;100.00% [71/71];;;Uniprot (A3DBT4)|Interpro (A3DBT4);KEGG (cth:Cthe_0172)|KEGG GM (cth:Cthe_0172);Interpro (IPR009078);NCBI (125712921)|EMBL (CP000568);
714;WP_003513420.1 hypothetical protein [Hungateiclostridium thermocellum];176;Uncharacterized protein;100.00% [176/176];;;Uniprot (A3DHV4)|Interpro (A3DHV4);KEGG (cth:Cthe_2331)|KEGG GM (cth:Cthe_2331);;NCBI (489608979)|EMBL (CP000568);
715;WP_003516946.1 hypothetical protein [Hungateiclostridium thermocellum];50;Uncharacterized protein;10.96% [50/456];;;Uniprot (A3DJP5)|Interpro (A3DJP5);KEGG (cth:Cthe_2977)|KEGG GM (cth:Cthe_2977);;NCBI (521293712)|EMBL (CP000568);
716;WP_003518618.1 hypothetical protein [Hungateiclostridium thermocellum];83;Uncharacterized protein;100.00% [83/83];;;Uniprot (A3DDZ8)|Interpro (A3DDZ8);KEGG (cth:Cthe_0943)|KEGG GM (cth:Cthe_0943);;NCBI (489614177)|EMBL (CP000568);
717;WP_003514843.1 DUF4190 domain-containing protein [Hungateiclostridium thermocellum];139;DUF4190 domain-containing protein;100.00% [139/139];GO:0016021 - integral component of membrane;;Uniprot (A3DJV0)|Interpro (A3DJV0);KEGG (cth:Cthe_3033)|KEGG GM (cth:Cthe_3033);Interpro (IPR025241)|Pfam (PF13828);NCBI (489610402)|EMBL (CP000568);
718;WP_003513076.1 hypothetical protein [Hungateiclostridium thermocellum];60;Uncharacterized protein;100.00% [60/60];;;Uniprot (G2JCD4)|Interpro (G2JCD4);KEGG (cth:Cthe_3404)|KEGG GM (cth:Cthe_3404);;NCBI (489608635)|EMBL (CP000568);
719;WP_037294493.1 hypothetical protein [Hungateiclostridium thermocellum];25;Uncharacterized protein;26.88% [25/93];;;Uniprot (A0A3A4Q9Q0)|Interpro (A0A3A4Q9Q0);;;EMBL (QZJS01000048);
720;WP_003515584.1 hypothetical protein [Hungateiclostridium thermocellum];70;Uncharacterized protein;100.00% [70/70];;;Uniprot (G2JC82)|Interpro (G2JC82);KEGG (cth:Cthe_3335)|KEGG GM (cth:Cthe_3335);;NCBI (489611143)|EMBL (CP000568);
721;WP_003515619.1 hypothetical protein [Hungateiclostridium thermocellum];185;Uncharacterized protein;100.00% [185/185];GO:0016021 - integral component of membrane;;Uniprot (A3DE87)|Interpro (A3DE87);KEGG (cth:Cthe_1034)|KEGG GM (cth:Cthe_1034);Interpro (IPR037891);NCBI (489611178)|EMBL (CP000568);
722;WP_003512384.1 hypothetical protein [Hungateiclostridium thermocellum];383;Uncharacterized protein;100.00% [383/383];GO:0016021 - integral component of membrane;;Uniprot (A3DC12)|Interpro (A3DC12);KEGG (cth:Cthe_0252)|KEGG GM (cth:Cthe_0252);;NCBI (489607943)|EMBL (CP000568);
723;WP_037294340.1 hypothetical protein [Ruminiclostridium thermocellum];Blast running;;;;;;;;;
724;WP_003513913.1 DUF1934 domain-containing protein [Hungateiclostridium thermocellum];155;Uncharacterized protein;100.00% [155/155];;;Uniprot (A3DGS5)|Interpro (A3DGS5);KEGG (cth:Cthe_1936)|KEGG GM (cth:Cthe_1936);Interpro (IPR012674)|Interpro (IPR015231)|Pfam (PF09148);NCBI (489609472)|EMBL (CP000568);
725;WP_003519196.1 hypothetical protein [Hungateiclostridium thermocellum];168;Tetratricopeptide repeat-containing protein;54.19% [168/310];;;Uniprot (A0A1M6NUZ6)|Interpro (A0A1M6NUZ6);;Interpro (IPR027417)|Interpro (IPR013026)|Interpro (IPR011990)|Interpro (IPR019734)|Interpro (IPR036388)|Pfam (PF13181);EMBL (FRAR01000005);
726;ADU73946.1 hypothetical protein Clo1313_0878 [Hungateiclostridium thermocellum DSM 1313];24;Uncharacterized protein;41.38% [24/58];GO:0016021 - integral component of membrane;;Uniprot (A0A1V4SJP1)|Interpro (A0A1V4SJP1);;;NCBI (1162538994)|EMBL (MZGX01000012);
727;WP_003513644.1 hypothetical protein [Hungateiclostridium thermocellum];98;Uncharacterized protein;100.00% [98/98];GO:0016021 - integral component of membrane;;Uniprot (A3DHH9)|Interpro (A3DHH9);KEGG (cth:Cthe_2206)|KEGG GM (cth:Cthe_2206);;NCBI (489609203)|EMBL (CP000568);
728;WP_003518388.1 hypothetical protein [Hungateiclostridium thermocellum];884;Uncharacterized protein;98.22% [884/900];;;Uniprot (A3DBF8)|Interpro (A3DBF8);KEGG (cth:Cthe_0046)|KEGG GM (cth:Cthe_0046);;NCBI (489607533)|EMBL (CP000568);
729;WP_037294482.1 hypothetical protein [Ruminiclostridium thermocellum];95;Uncharacterized protein;97.94% [95/97];GO:0016021 - integral component of membrane;;Uniprot (A3DH62)|Interpro (A3DH62);KEGG (cth:Cthe_2084)|KEGG GM (cth:Cthe_2084);;NCBI (521293438)|EMBL (CP000568);
730;WP_003515642.1 hypothetical protein [Hungateiclostridium thermocellum];109;Uncharacterized protein;100.00% [109/109];;;Uniprot (A3DE97)|Interpro (A3DE97);KEGG (cth:Cthe_1044)|KEGG GM (cth:Cthe_1044);;NCBI (489611201)|EMBL (CP000568);
731;WP_003511607.1 2-hydroxyglutaryl-CoA dehydratase [Hungateiclostridium thermocellum];255;CoA-substrate-specific enzyme activase;98.46% [255/259];;;Uniprot (A3DK20)|Interpro (A3DK20);KEGG (cth:Cthe_3104)|KEGG GM (cth:Cthe_3104)|KEGG EC (5.6.1.9);Interpro (IPR002731)|Interpro (IPR043129)|Interpro (IPR008275)|Pfam (PF01869);NCBI (125715807)|EMBL (CP000568);
732;WP_003515586.1 DUF3842 family protein [Hungateiclostridium thermocellum];140;Uncharacterized protein;100.00% [140/140];;;Uniprot (A3DE68)|Interpro (A3DE68);KEGG (cth:Cthe_1015)|KEGG GM (cth:Cthe_1015);Interpro (IPR024208)|Pfam (PF12953);NCBI (489611145)|EMBL (CP000568);
