ProteinID	ortholog	evalue	Score	Predicted_Gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Matching_Ogs	Best_OG_value	COG_functional_categories	HMM_model_annotation
WP_003518072.1	203119.Cthe_0193	2.20E-241	792.8	CDU2				"07S71@bactNOG,0EPGJ@cloNOG,0P2FC@firmNOG,COG0025@NOG"	07S71|1.03975335189e-161|540.97668457	P	Sodium hydrogen exchanger
WP_003518076.1	255470.cbdb_A1055	1.30E-216	708.1	GLTB		"K00265,K00284"	"GLUSx,GLUSy"	"05CBC@bactNOG,0D1FY@chloNOG,0G6RC@dehNOG,COG0069@NOG"	0G6RC|5.01719559567e-229|763.843200684	E	glutamate synthase
WP_003518077.1	203119.Cthe_0206	0	1701.9			K03657		"05SER@bactNOG,0EQ7N@cloNOG,0NFTM@firmNOG,COG0210@NOG"	05SER|3.38807590315e-231|772.452087402	L	UvrD REP helicase
WP_003518079.1	203119.Cthe_0208	4.80E-205	676.3	RECJ		K07462		"05C2R@bactNOG,0EQEM@cloNOG,0NFTQ@firmNOG,COG0608@NOG"	05C2R|5.22658708708e-120|404.820068359	L	Single-stranded-DNA-specific exonuclease (RecJ)
WP_003518083.1	573061.Clocel_1042	1.80E-55	178.5					"05K64@bactNOG,0EVBU@cloNOG,0NKSF@firmNOG,COG0463@NOG"	0EVBU|1.17031242301e-49|172.413726807	M	Glycosyl transferase family 2
WP_003518117.1	203119.Cthe_2348	0	2169.8		"GO:0005575,GO:0005623,GO:0030115,GO:0030312,GO:0044464,GO:0071944"			"08TDH@bactNOG,0EV4F@cloNOG,0NHJQ@firmNOG,COG2247@NOG"	08TDH|6.61019478871e-218|729.405761719	M	Cell wall binding repeat 2-containing protein
WP_003518120.1	203119.Cthe_2346	0	2228.8					"060IC@bactNOG,0ER2Y@cloNOG,0NF3P@firmNOG,0XRCY@NOG"	060IC|6.39331800405e-245|817.833679199	M	O-Antigen Polymerase
WP_003518129.1	500639.ENTCAN_06821	3.10E-18	61.5	WBPT				"05CPK@bactNOG,0QJTZ@gproNOG,170ZI@proNOG,COG0438@NOG"	05CPK|1.49551204402e-40|142.189712524	M	Glycosyl transferase (Group 1
WP_003518135.1	203119.Cthe_2326	7.00E-101	330.5	RLMH	"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042802,GO:0042803,GO:0043021,GO:0043022,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0046983,GO:0070037,GO:0070038,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:1901360"	K00783		"08UXA@bactNOG,0ETA3@cloNOG,0NI3G@firmNOG,COG1576@NOG"	08UXA|1.54387493309e-57|196.851303101	S	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA (By similarity)
WP_003518136.1	203119.Cthe_2313	8.00E-173	565.8					"07B04@bactNOG,0EVTX@cloNOG,0P32Y@firmNOG,COG1434@NOG"	07B04|6.65098343984e-80|270.927429199	S	DUF218 domain
WP_003518139.1	203119.Cthe_2306	0	1011.1					"05UQX@bactNOG,0EP89@cloNOG,0NDNV@firmNOG,COG0534@NOG"	05UQX|3.15179111529e-153|513.226074219	V	Mate efflux family protein
WP_003518143.1	203119.Cthe_2300	1.30E-164	534.5			"K19090,K19116"		"05V46@bactNOG,0EVZ7@cloNOG,0NQB8@firmNOG,11HCY@NOG"	05V46|2.99613618696e-88|297.98425293	L	CRISPR-associated protein Cas5
WP_003518145.1	504472.Slin_6018	1.70E-86	285	CAS3		K07012		"05DTT@bactNOG,09DSS@bctoNOG,0FXV6@cytNOG,COG1203@NOG"	05DTT|1.46733717e-123|416.521362305	L	"CRISPR-associated helicase, cas3"
WP_003518160.1	203119.Cthe_0249	0	1814.9	CLOSI		K08587		"08X2E@bactNOG,0EQW4@cloNOG,0NFJP@firmNOG,11KB4@NOG"	08X2E|3.61060982292e-152|511.293304443	S	"peptidase C11, clostripain"
WP_003518163.1	203119.Cthe_0256	0	1609.2					"08XPG@bactNOG,0EW15@cloNOG,0NQGV@firmNOG,COG1609@NOG"	08XPG|3.66007386827e-212|709.248962402	T	Periplasmic binding proteins and sugar binding domain of LacI family
WP_003518165.1	203119.Cthe_0257	2.10E-229	755.6	PILT	"GO:0006928,GO:0008150,GO:0009987,GO:0044699,GO:0044763"	K02669		"05CZX@bactNOG,0EQ1A@cloNOG,0NE6G@firmNOG,COG2805@NOG"	05CZX|4.29536314879e-170|570.143615723	"N, U"	twitching motility protein
WP_003518171.1	203119.Cthe_0270	0	1132.8			K01183		"0662T@bactNOG,0ERCR@cloNOG,0NESH@firmNOG,COG3325@NOG"	0662T|4.31071214651e-144|484.912353516	G	chitinase
WP_003518173.1	203119.Cthe_0272	2.70E-252	832.5	DACA		"K01286,K07258"		"05DZ1@bactNOG,0ENYX@cloNOG,0NDFG@firmNOG,COG1686@NOG"	05DZ1|1.00602448906e-99|336.568572998	M	carboxypeptidase
WP_003518175.1	203119.Cthe_0274	0	1311.2					"08KBB@bactNOG,0ER8B@cloNOG,0NFWT@firmNOG,0XPC9@NOG"	08KBB|5.09423906285e-292|972.330993652	G	"Glycoside hydrolase, family 9"
WP_003518177.1	203119.Cthe_0275	0	1918.4	CBPA		K00702	CEPA	"05E2V@bactNOG,0ENP2@cloNOG,0ND5S@firmNOG,COG3459@NOG"	05E2V|0.0|1066.97192383	G	Glycosyltransferase 36
WP_003518180.1	266117.Rxyl_3181	6.80E-132	431.1					"00CYM@actNOG,05CPC@bactNOG,COG0667@NOG"	00CYM|6.76888723983e-139|465.48550415	C	Aldo keto reductase
WP_003518182.1	203119.Cthe_0284	3.10E-305	1006.8			K06923		"0627K@bactNOG,0EP0X@cloNOG,0NEQ2@firmNOG,COG2607@NOG"	0627K|7.00535129569e-126|423.351135254	S	ATPase (AAA
WP_003518187.1	203119.Cthe_0289	0	1799.7	DNAQ		"K07464,K10844"		"07QX6@bactNOG,0EPBI@cloNOG,0NDSM@firmNOG,COG1199@NOG"	07QX6|0.0|1110.67102051	L	helicase
WP_003518194.1	479433.Caci_3891	2.70E-28	87.3					"00XF9@actNOG,0669M@bactNOG,12C30@NOG"	0669M|8.59737785898e-35|122.782737732	S	NA
WP_003518218.1	1042163.BRLA_c06340	8.90E-189	621.5	LYSC	"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0004072,GO:0005488,GO:0005524,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0019202,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0097159,GO:1901265,GO:1901363"	"K00928,K17836"	ASPK	"04RJ2@bacNOG,05CFH@bactNOG,0NDN4@firmNOG,COG0527@NOG"	04RJ2|3.10435730914e-188|629.05279541	E	Aspartokinase
WP_003518220.1	203119.Cthe_1376	1.80E-275	908.6	HOM	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944"	"K00003,K12524"	"HSDx,HSDy"	"05D6E@bactNOG,0EPDQ@cloNOG,0NDBI@firmNOG,COG0460@NOG"	05D6E|2.95278446216e-158|531.55847168	E	homoserine dehydrogenase
WP_003518225.1	203119.Cthe_1378	0	1104.1					"08IU7@bactNOG,0F761@cloNOG,0P6CZ@firmNOG,COG2206@NOG"	0F761|1.86137208652e-111|376.81817627	T	Metal dependent phosphohydrolase
WP_003518228.1	203119.Cthe_1379	3.40E-251	822.3					"07T86@bactNOG,0F4K0@cloNOG,0P2SB@firmNOG,COG0673@NOG"	07T86|3.51818834706e-158|529.404846191	S	oxidoreductase Domain protein
WP_003518229.1	203119.Cthe_1380	2.60E-81	260			K03413		"05QVM@bactNOG,0F081@cloNOG,0NVX7@firmNOG,COG0784@NOG"	05QVM|5.26341039538e-45|156.763244629	T	response regulator
WP_003518233.1	203119.Cthe_1382	4.00E-256	841	PATATIN		K07001		"07Y7I@bactNOG,0ES2X@cloNOG,0NHAU@firmNOG,COG1752@NOG"	07Y7I|1.84324701758e-99|335.74130249	S	K07001 NTE family protein
WP_003518235.1	509191.AcelC_020100023051	4.80E-96	310.7					"088WS@bactNOG,0F5F0@cloNOG,0P4B6@firmNOG,1008R@NOG"	088WS|3.39589228402e-97|329.075012207	S	NA
WP_003518237.1	203119.Cthe_1384	5.30E-290	957.5	FOLC	"GO:0003674,GO:0003824,GO:0004326,GO:0006082,GO:0006520,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0046483,GO:0046900,GO:0046901,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	"K01533,K11754"	"DHFS,THFGLUS"	"05DPM@bactNOG,0EP9I@cloNOG,0NE97@firmNOG,COG0285@NOG"	05DPM|3.37224432484e-153|515.116516113	H	folylpolyglutamate synthase Dihydrofolate synthase
WP_003518239.1	203119.Cthe_1385	0	2046.8	SECA	"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006605,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006950,GO:0006952,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009306,GO:0009579,GO:0009607,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0020012,GO:0030312,GO:0030554,GO:0030682,GO:0031522,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0032991,GO:0033036,GO:0034357,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0042651,GO:0043167,GO:0043168,GO:0043234,GO:0043952,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044424,GO:0044436,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051832,GO:0051834,GO:0052059,GO:0052173,GO:0052200,GO:0052385,GO:0052550,GO:0052564,GO:0052567,GO:0052572,GO:0055085,GO:0055086,GO:0065002,GO:0070727,GO:0071702,GO:0071704,GO:0071806,GO:0071944,GO:0072521,GO:0072523,GO:0075136,GO:0097159,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K03070		"05CI6@bactNOG,0EP2S@cloNOG,0NDGV@firmNOG,COG0653@NOG"	05CI6|0.0|1524.99804688	U	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving"
WP_003518240.1	203119.Cthe_1386	1.10E-128	417.3					"08RTR@bactNOG,0ES6T@cloNOG,0NIWY@firmNOG,11H67@NOG"	08RTR|9.32861189918e-57|194.661712646	S	NA
WP_003518248.1	203119.Cthe_1390	1.90E-216	710.9	PLDB		K01048		"07TNZ@bactNOG,0EQ8U@cloNOG,0NEA2@firmNOG,COG2267@NOG"	07TNZ|1.15416139866e-104|353.231048584	I	alpha beta
WP_003518251.1	255470.cbdb_A808	3.50E-179	586	LEUA	"GO:0003674,GO:0003824,GO:0003852,GO:0003985,GO:0003988,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009987,GO:0016053,GO:0016407,GO:0016408,GO:0016453,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0046912,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	K01649	IPPS	"05CYQ@bactNOG,0D1AB@chloNOG,0G6X5@dehNOG,COG0119@NOG"	0D1AB|7.06687969862e-210|700.89666748	E	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)
WP_003518259.1	203119.Cthe_1394	1.50E-155	509.7	REGX3	"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009405,GO:0009889,GO:0010468,GO:0010556,GO:0010565,GO:0019216,GO:0019217,GO:0019219,GO:0019220,GO:0019222,GO:0031323,GO:0031326,GO:0048583,GO:0050789,GO:0050794,GO:0051171,GO:0051174,GO:0051252,GO:0051704,GO:0060255,GO:0065007,GO:0080090,GO:0080134,GO:0097159,GO:1901363,GO:2000112,GO:2001141"	"K02483,K07657,K07658,K07668,K07776,K11329"		"05CK6@bactNOG,0EP22@cloNOG,0NEJH@firmNOG,COG0745@NOG"	0EP22|6.53016587434e-97|326.1824646	T	"Two component transcriptional regulator, winged helix family"
WP_003518261.1	509191.AcelC_020100024606	2.00E-21	71.6	PSTB	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015103,GO:0015114,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0034641,GO:0034655,GO:0035435,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K02036	PIabc	"05BZY@bactNOG,0ENQN@cloNOG,0ND7K@firmNOG,COG1117@NOG"	05BZY|1.21027095361e-11|47.600944519	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system (By similarity)
WP_003518263.1	203119.Cthe_1396	0	1170.9	CLS	"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0008808,GO:0009058,GO:0009987,GO:0016020,GO:0016053,GO:0016740,GO:0016772,GO:0016780,GO:0019752,GO:0030572,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:0071944,GO:0072330,GO:1901576"	K06131	"CLPNS120pp,CLPNS160pp,CLPNS161pp,CLPNS180pp,CLPNS181pp"	"05CQX@bactNOG,0EPJD@cloNOG,0ND7P@firmNOG,COG1502@NOG"	05CQX|5.6720628571e-142|476.879089355	I	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol (By similarity)
WP_003518265.1	203119.Cthe_1397	1.80E-181	595.5	LPCA				"05X1N@bactNOG,0EVGG@cloNOG,0NH7U@firmNOG,COG1442@NOG"	05X1N|6.25842653564e-67|229.655166626	M	Glycosyl transferase family 8
WP_003518268.1	203119.Cthe_1398	0	1985.4	CELA				"07RF2@bactNOG,0EQ18@cloNOG,0NEGB@firmNOG,0ZVF4@NOG"	07RF2|0.0|1172.47167969	G	cellulose-binding family II protein
WP_003518270.1	203119.Cthe_1399	4.50E-100	324					"05RR1@bactNOG,0ETHX@cloNOG,0NJKI@firmNOG,11W24@NOG"	05RR1|9.28185377551e-77|261.590057373	S	C_GCAxxG_C_C family
WP_003518272.1	203119.Cthe_1400	9.40E-297	977	GANA		K01224		"06FKC@bactNOG,0EQUW@cloNOG,0NIRC@firmNOG,COG3867@NOG"	06FKC|3.54672379278e-161|541.433288574	G	"arabinogalactan endo-1,4-beta-galactosidase"
WP_003518280.1	203119.Cthe_1401	3.80E-71	224.2					"085UI@bactNOG,0EWW1@cloNOG,0NQJJ@firmNOG,0ZY9K@NOG"	085UI|5.71900971969e-43|148.878250122	S	NA
WP_003518283.1	203119.Cthe_1402	2.70E-101	330.3	MNTR	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03709		"05KST@bactNOG,0ETPV@cloNOG,0NKT0@firmNOG,COG1321@NOG"	05KST|1.13502382449e-50|175.972869873	K	dependent repressor
WP_003518285.1	203119.Cthe_1403	3.60E-49	154.9	FEOA		K04758		"05W4B@bactNOG,0EVE1@cloNOG,0NNR8@firmNOG,0ZXI3@NOG"	05W4B|1.61284092009e-31|110.511657715	P	ferrous iron transport protein
WP_003518291.1	203119.Cthe_1405	0	1555.5					"06SRQ@bactNOG,0EPRZ@cloNOG,0NDRR@firmNOG,COG5337@NOG"	06SRQ|5.72559946397e-207|692.113952637	M	spore coat protein CotH
WP_003518293.1	203119.Cthe_1406	2.60E-143	467.5					"08R3K@bactNOG,0EQ6W@cloNOG,0NHPV@firmNOG,11FE5@NOG"	08R3K|3.54883455548e-89|301.134399414	S	NA
WP_003518296.1	203119.Cthe_1407	2.50E-154	503.2					"08RD0@bactNOG,0ERWG@cloNOG,0NH9C@firmNOG,11FVZ@NOG"	08RD0|6.87937088153e-91|306.926574707	S	VTC domain protein
WP_003518298.1	203119.Cthe_1408	3.00E-155	504.7					"08SV2@bactNOG,0ESPP@cloNOG,0NIC7@firmNOG,COG0745@NOG"	08SV2|1.3567929194e-103|348.2449646	T	Two component transcriptional regulator (Winged helix family
WP_003518301.1	203119.Cthe_1410	3.10E-208	686.4	CZCD				"076HS@bactNOG,0EQ5Z@cloNOG,0NF5N@firmNOG,COG0053@NOG"	076HS|2.64414292939e-92|313.136474609	P	cation diffusion facilitator family transporter
WP_003518303.1	203119.Cthe_1411	6.20E-171	562.1	TRPA		K01695	"TRPS1,TRPS3"	"05F6H@bactNOG,0EPU7@cloNOG,0NE8C@firmNOG,COG0159@NOG"	05F6H|7.94273014938e-114|384.015106201	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate (By similarity)
WP_003518305.1	203119.Cthe_1412	1.30E-267	883.5	TRPB		"K01696,K01817"	"TRPS1,TRPS2"	"05CG0@bactNOG,0ENX8@cloNOG,0NDCS@firmNOG,COG0133@NOG"	05CG0|4.00969320042e-234|783.472351074	E	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine (By similarity)
WP_003518307.1	203119.Cthe_1413	0	1430.9					"08K5R@bactNOG,0NGCK@firmNOG,0ZY7A@NOG"	08K5R|1.37773860564e-156|524.136901855	S	NA
WP_003518310.1	203119.Cthe_1414	3.80E-279	913.2					"06ERA@bactNOG,0NSUY@firmNOG,0Y5Q5@NOG"	06ERA|1.07113088501e-168|564.356506348	S	NA
WP_003518311.1	203119.Cthe_1415	1.50E-188	619.1			K01990		"05FEX@bactNOG,0ENYM@cloNOG,0NDDX@firmNOG,0XQRE@NOG"	05FEX|5.42801141118e-99|335.393554688	V	(ABC) transporter
WP_003518316.1	203119.Cthe_1420	6.70E-127	415.5	MNTP	"GO:0000041,GO:0003674,GO:0005215,GO:0005384,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006828,GO:0008150,GO:0008324,GO:0009987,GO:0010035,GO:0010038,GO:0010042,GO:0015075,GO:0016020,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0034220,GO:0042221,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0046873,GO:0046915,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071421,GO:0071944"			"08UI1@bactNOG,0ESEK@cloNOG,0NI45@firmNOG,COG1971@NOG"	08UI1|2.06439338306e-76|259.32699585	P	Probably functions as a manganese efflux pump (By similarity)
WP_003518318.1	203119.Cthe_1421	5.20E-214	705.2	SPPA	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"K04773,K04774"	"MLDEP1pp,MLDEP2pp"	"05D07@bactNOG,0ES18@cloNOG,0NEZX@firmNOG,COG0616@NOG"	05D07|3.71524850149e-75|256.664154053	"O, U"	"Signal peptide peptidase, SppA"
WP_003518334.1	203119.Cthe_2561	2.80E-265	872.9	RFBG		K01709		"05FAW@bactNOG,0EQ65@cloNOG,0NF1F@firmNOG,COG0451@NOG"	05FAW|4.80368228093e-145|485.921722412	M	"cDP-glucose 4,6-dehydratase"
WP_003518337.1	203119.Cthe_2555	3.20E-261	857.7					"05M6P@bactNOG,0EW1V@cloNOG,0NQEX@firmNOG,11UY0@NOG"	05M6P|5.78483232927e-81|275.381561279	S	methyltransferase Fkbm family
WP_003518339.1	638302.HMPREF0908_1049	4.70E-173	563					"08PHG@bactNOG,0NGPZ@firmNOG,COG0535@NOG"	08PHG|1.00355136e-132|445.302703857	S	Elp3
WP_003518341.1	638302.HMPREF0908_1048	3.10E-75	243.5					"08NV2@bactNOG,0NENA@firmNOG,0ZWUW@NOG"	08NV2|2.07018734192e-83|283.097900391	S	radical SAM domain protein
WP_003518346.1	203119.Cthe_2549	1.30E-221	722.2					"05W9Z@bactNOG,0F0ST@cloNOG,0NVBP@firmNOG,0ZJ6A@NOG"	05W9Z|1.12496936311e-120|394.163970947	S	Inherit from NOG: Bacterial group 2 Ig-like protein
WP_003518355.1	203119.Cthe_2543	0	1053.1			K06298		"08XI6@bactNOG,0ESSP@cloNOG,0NJDQ@firmNOG,0ZWGT@NOG"	08XI6|1.26784796888e-84|287.158294678	S	Spore germination
WP_003518356.1	203119.Cthe_2538	1.60E-43	135.9			K03154		"063MX@bactNOG,0EVP1@cloNOG,0NQFM@firmNOG,0ZXX8@NOG"	063MX|1.07867945864e-32|114.705513	H	thiamine biosynthesis protein ThiS
WP_003518357.1	203119.Cthe_2537	0	1331.6	CYSN	"GO:0000103,GO:0003674,GO:0003824,GO:0004020,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006790,GO:0006793,GO:0006796,GO:0006950,GO:0006979,GO:0007154,GO:0008150,GO:0008152,GO:0009267,GO:0009336,GO:0009605,GO:0009987,GO:0009991,GO:0010134,GO:0010438,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019419,GO:0031667,GO:0031668,GO:0031669,GO:0032991,GO:0033554,GO:0034599,GO:0040007,GO:0042221,GO:0042594,GO:0043234,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071496,GO:0071944"	"K00955,K00956"	"ADSK,SADT,SADT2"	"05C3T@bactNOG,0ENXE@cloNOG,0NF74@firmNOG,COG2895@NOG"	05C3T|5.46410718442e-173|580.26776123	P	"may be the GTPase, regulating ATP sulfurylase activity (By similarity)"
WP_003518358.1	203119.Cthe_2533	3.00E-184	605.5	CYSW	"GO:0005575,GO:0006810,GO:0008150,GO:0016020,GO:0051179,GO:0051234"	K02047	"CRO4abcpp,MOBDabcpp,SO3abcpp,SULabcpp,TSULabcpp"	"05ECW@bactNOG,0ENMV@cloNOG,0NEPU@firmNOG,COG4208@NOG"	05ECW|3.86235834268e-127|426.667022705	P	sulfate abc transporter
WP_003518359.1	203119.Cthe_2526	6.40E-92	300.2	CYSG	"GO:0003674,GO:0003824,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0044237,GO:0044249,GO:0044271,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	"K02302,K02304,K07090"	"SHCHD2,SHCHF"	"08Z73@bactNOG,0EVZW@cloNOG,0NM9S@firmNOG,COG1648@NOG"	08Z73|6.9793702044e-52|179.753967285	H	Siroheme synthase
WP_003518360.1	203119.Cthe_2524	4.50E-93	304.3					"08ZF1@bactNOG,0ET8Y@cloNOG,0NJP2@firmNOG,COG1959@NOG"	08ZF1|1.00770534207e-54|188.658798218	K	"Transcriptional regulator, BadM Rrf2 family"
WP_003518361.1	203119.Cthe_2522	0	1163.4	RSGI				"05WJF@bactNOG,0EVM2@cloNOG,0NPAH@firmNOG,123G8@NOG"	05WJF|1.5515333719e-72|246.972640991	S	NA
WP_003518362.1	203119.Cthe_2510	2.20E-183	602.6	SP_0986		K08974		"05D4H@bactNOG,0EUP4@cloNOG,0NFGZ@firmNOG,COG2035@NOG"	05D4H|5.22466605467e-67|229.326660156	S	Membrane
WP_003518379.1	509191.AcelC_020100021563	4.60E-273	898					"07UIM@bactNOG,0F4JZ@cloNOG,0P2S4@firmNOG,0XPC9@NOG"	07UIM|2.21402697214e-307|1016.22967529	G	hydrolase family 9
